Assembly Accession	Assembly Name	Organism Name	Annotation Name	Assembly Level	Assembly Release Date	Assembly Stats Number of Scaffolds	Assembly BioProject Accession	Assembly BioSample Accession
GCF_002760915.1	ASM276091v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-11-07	2	PRJNA354706	SAMN06050726
GCF_001185245.1	ASM118524v1	Salmonella enterica subsp. enterica	GCF_001185245.1-RS_2024_03_15	Complete Genome	2015-07-22	1	PRJNA280707	SAMN03468068
GCF_000750495.1	ASM75049v1	Salmonella enterica subsp. enterica	GCF_000750495.1-RS_2024_05_08	Complete Genome	2014-09-09	1	PRJNA256209	SAMN02937352
GCF_001484025.1	ASM148402v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-01-04	2	PRJNA288744	SAMN03837761
GCF_003691385.1	ASM369138v1	Salmonella enterica subsp. enterica	GCF_003691385.1-RS_2024_03_20	Complete Genome	2018-10-27	2	PRJNA497164	SAMN10250222
GCF_000750295.1	ASM75029v1	Salmonella enterica subsp. enterica	GCF_000750295.1-RS_2024_05_08	Complete Genome	2014-09-09	1	PRJNA256209	SAMN02941165
GCF_003184325.1	ASM318432v1	Salmonella enterica subsp. enterica	GCF_003184325.1-RS_2024_03_19	Complete Genome	2018-06-04	3	PRJNA443261	SAMN08768800
GCF_031021005.1	ASM3102100v1	Salmonella enterica subsp. enterica	GCF_031021005.1-RS_2024_09_14	Complete Genome	2023-08-31	4	PRJNA1007881	SAMN37104682
GCF_003710165.1	ASM371016v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-11-03	3	PRJNA186035	SAMN10243028
GCF_001713515.2	ASM171351v2	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-07	2	PRJNA186035	SAMN05180023
GCF_000750255.1	ASM75025v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-09-09	1	PRJNA256209	SAMN02941164
GCF_002761115.1	ASM276111v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-11-07	2	PRJNA354706	SAMN06050725
GCF_009664895.1	ASM966489v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-17	2	PRJNA556438	SAMN13191643
GCF_008369645.1	ASM836964v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2019-09-11	1	PRJNA560471	SAMN12586650
GCF_000335875.2	ASM33587v2	Salmonella enterica subsp. enterica	GCF_000335875.2-RS_2024_05_06	Complete Genome	2015-05-11	2	PRJNA41929	SAMN01041085
GCF_000280315.2	ASM28031v2	Salmonella enterica subsp. enterica	GCF_000280315.2-RS_2024_03_21	Complete Genome	2014-05-06	2	PRJNA60069	SAMN01041143
GCF_000329365.2	ASM32936v2	Salmonella enterica subsp. enterica	GCF_000329365.2-RS_2024_05_07	Complete Genome	2014-04-04	2	PRJNA52491	SAMN01041170
GCF_000623755.2	ASM62375v2	Salmonella enterica subsp. enterica	GCF_000623755.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384181
GCF_000623775.2	ASM62377v2	Salmonella enterica subsp. enterica	GCF_000623775.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384180
GCF_000625675.2	ASM62567v2	Salmonella enterica subsp. enterica	GCF_000625675.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384308
GCF_000623795.2	ASM62379v2	Salmonella enterica subsp. enterica	GCF_000623795.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384182
GCF_000625395.2	ASM62539v2	Salmonella enterica subsp. enterica	GCF_000625395.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384306
GCF_000626155.2	ASM62615v2	Salmonella enterica subsp. enterica	GCF_000626155.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384183
GCF_000626275.2	ASM62627v2	Salmonella enterica subsp. enterica	GCF_000626275.2-RS_2024_05_12	Complete Genome	2015-07-20	1	PRJNA219482	SAMN02384172
GCF_000626255.1	ASM62625v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384173
GCF_000626135.2	ASM62613v2	Salmonella enterica subsp. enterica	GCF_000626135.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384184
GCF_000625415.2	ASM62541v2	Salmonella enterica subsp. enterica	GCF_000625415.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384319
GCF_000625435.2	ASM62543v2	Salmonella enterica subsp. enterica	GCF_000625435.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384320
GCF_000968775.2	ASM96877v2	Salmonella enterica subsp. enterica	GCF_000968775.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384307
GCF_000626215.1	ASM62621v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384178
GCF_000626115.2	ASM62611v2	Salmonella enterica subsp. enterica	GCF_000626115.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384179
GCF_000831045.2	ASM83104v2	Salmonella enterica subsp. enterica	GCF_000831045.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384185
GCF_000625715.2	ASM62571v2	Salmonella enterica subsp. enterica	GCF_000625715.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384305
GCF_000831025.2	ASM83102v2	Salmonella enterica subsp. enterica	GCF_000831025.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384186
GCF_000626695.2	ASM62669v2	Salmonella enterica subsp. enterica	GCF_000626695.2-RS_2024_06_16	Complete Genome	2016-02-26	1	PRJNA219482	SAMN02384321
GCF_000626235.1	ASM62623v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384174
GCF_000624275.2	ASM62427v2	Salmonella enterica subsp. enterica	GCF_000624275.2-RS_2024_06_16	Chromosome	2016-03-04	1	PRJNA219482	SAMN02384175
GCF_000623175.2	ASM62317v2	Salmonella enterica subsp. enterica	GCF_000623175.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384165
GCF_000626175.1	ASM62617v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384160
GCF_000626295.1	ASM62629v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384171
GCF_000623375.1	ASM62337v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384161
GCF_000623355.1	ASM62335v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384162
GCF_000623335.1	ASM62333v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384163
GCF_000623315.1	ASM62331v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384164
GCF_000623295.1	ASM62329v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384166
GCF_000623275.1	ASM62327v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-01	1	PRJNA219482	SAMN02384167
GCF_000626375.1	ASM62637v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384168
GCF_000626355.1	ASM62635v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384177
GCF_000626335.1	ASM62633v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384176
GCF_000626555.2	ASM62655v2	Salmonella enterica subsp. enterica	GCF_000626555.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384270
GCF_000624295.2	ASM62429v2	Salmonella enterica subsp. enterica	GCF_000624295.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384260
GCF_000624315.2	ASM62431v2	Salmonella enterica subsp. enterica	GCF_000624315.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384259
GCF_000624335.2	ASM62433v2	Salmonella enterica subsp. enterica	GCF_000624335.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384288
GCF_000624355.2	ASM62435v2	Salmonella enterica subsp. enterica	GCF_000624355.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384293
GCF_000624375.2	ASM62437v2	Salmonella enterica subsp. enterica	GCF_000624375.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384256
GCF_000624395.2	ASM62439v2	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-20	1	PRJNA219482	SAMN02384187
GCF_000624415.2	ASM62441v2	Salmonella enterica subsp. enterica	GCF_000624415.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384188
GCF_000623195.2	ASM62319v2	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-07-20	1	PRJNA219482	SAMN02384189
GCF_000624435.2	ASM62443v2	Salmonella enterica subsp. enterica	GCF_000624435.2-RS_2024_06_16	Chromosome	2016-02-05	1	PRJNA219482	SAMN02384190
GCF_000626195.1	ASM62619v1	Salmonella enterica subsp. enterica	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-04-02	1	PRJNA219482	SAMN02384191
GCF_000626395.1	ASM62639v2	Salmonella enterica subsp. enterica	GCF_000626395.1-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384192
GCF_000625835.2	ASM62583v2	Salmonella enterica subsp. enterica	GCF_000625835.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384322
GCF_000626095.2	ASM62609v2	Salmonella enterica subsp. enterica	GCF_000626095.2-RS_2024_06_16	Complete Genome	2016-02-29	1	PRJNA219482	SAMN02384250
GCF_000624455.2	ASM62445v2	Salmonella enterica subsp. enterica	GCF_000624455.2-RS_2024_06_16	Chromosome	2016-03-04	1	PRJNA219482	SAMN02384249
GCF_000624475.2	ASM62447v2	Salmonella enterica subsp. enterica	GCF_000624475.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384269
GCF_000624495.2	ASM62449v2	Salmonella enterica subsp. enterica	GCF_000624495.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384268
GCF_000624515.2	ASM62451v2	Salmonella enterica subsp. enterica	GCF_000624515.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384267
GCF_000624535.2	ASM62453v2	Salmonella enterica subsp. enterica	GCF_000624535.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384323
GCF_000624555.2	ASM62455v2	Salmonella enterica subsp. enterica	GCF_000624555.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384273
GCF_000624575.2	ASM62457v2	Salmonella enterica subsp. enterica	GCF_000624575.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384277
GCF_000624595.2	ASM62459v2	Salmonella enterica subsp. enterica	GCF_000624595.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384289
GCF_000624615.2	ASM62461v2	Salmonella enterica subsp. enterica	GCF_000624615.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384266
GCF_000624635.2	ASM62463v2	Salmonella enterica subsp. enterica	GCF_000624635.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384265
GCF_000624655.2	ASM62465v2	Salmonella enterica subsp. enterica	GCF_000624655.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384258
GCF_000623215.2	ASM62321v2	Salmonella enterica subsp. enterica	GCF_000623215.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384257
GCF_000623235.2	ASM62323v2	Salmonella enterica subsp. enterica	GCF_000623235.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384264
GCF_000623255.2	ASM62325v2	Salmonella enterica subsp. enterica	GCF_000623255.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384287
GCF_000625455.2	ASM62545v2	Salmonella enterica subsp. enterica	GCF_000625455.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384324
GCF_000625475.2	ASM62547v2	Salmonella enterica subsp. enterica	GCF_000625475.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384325
GCF_000625495.2	ASM62549v2	Salmonella enterica subsp. enterica	GCF_000625495.2-RS_2024_06_16	Chromosome	2016-02-01	1	PRJNA219482	SAMN02384326
GCF_000625515.2	ASM62551v2	Salmonella enterica subsp. enterica	GCF_000625515.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384327
GCF_000625755.1	ASM62575v2	Salmonella enterica subsp. enterica	GCF_000625755.1-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384280
GCF_000625535.1	ASM62553v2	Salmonella enterica subsp. enterica	GCF_000625535.1-RS_2024_06_16	Chromosome	2016-03-04	1	PRJNA219482	SAMN02384255
GCF_000625555.2	ASM62555v2	Salmonella enterica subsp. enterica	GCF_000625555.2-RS_2024_06_16	Chromosome	2016-02-22	1	PRJNA219482	SAMN02384328
GCF_000625575.2	ASM62557v2	Salmonella enterica subsp. enterica	GCF_000625575.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384329
GCF_000625595.1	ASM62559v2	Salmonella enterica subsp. enterica	GCF_000625595.1-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384274
GCF_000625615.2	ASM62561v2	Salmonella enterica subsp. enterica	GCF_000625615.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384271
GCF_000624955.2	ASM62495v2	Salmonella enterica subsp. enterica	GCF_000624955.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384330
GCF_000624975.2	ASM62497v2	Salmonella enterica subsp. enterica	GCF_000624975.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384331
GCF_000624995.2	ASM62499v2	Salmonella enterica subsp. enterica	GCF_000624995.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384285
GCF_000625015.2	ASM62501v2	Salmonella enterica subsp. enterica	GCF_000625015.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384332
GCF_000625035.2	ASM62503v2	Salmonella enterica subsp. enterica	GCF_000625035.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384333
GCF_000625055.2	ASM62505v2	Salmonella enterica subsp. enterica	GCF_000625055.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384254
GCF_000625075.2	ASM62507v2	Salmonella enterica subsp. enterica	GCF_000625075.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384253
GCF_000624155.2	ASM62415v2	Salmonella enterica subsp. enterica	GCF_000624155.2-RS_2024_06_17	Chromosome	2018-05-08	1	PRJNA219482	SAMN02384291
GCF_000625095.2	ASM62509v2	Salmonella enterica subsp. enterica	GCF_000625095.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384334
GCF_000625115.2	ASM62511v2	Salmonella enterica subsp. enterica	GCF_000625115.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384335
GCF_000625135.2	ASM62513v2	Salmonella enterica subsp. enterica	GCF_000625135.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384336
GCF_000625155.2	ASM62515v2	Salmonella enterica subsp. enterica	GCF_000625155.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384338
GCF_000626415.2	ASM62641v2	Salmonella enterica subsp. enterica	GCF_000626415.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384339
GCF_000625175.2	ASM62517v2	Salmonella enterica subsp. enterica	GCF_000625175.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384252
GCF_000625195.2	ASM62519v2	Salmonella enterica subsp. enterica	GCF_000625195.2-RS_2024_06_16	Chromosome	2016-03-04	1	PRJNA219482	SAMN02384279
GCF_000625215.2	ASM62521v2	Salmonella enterica subsp. enterica	GCF_000625215.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384340
GCF_000625235.2	ASM62523v2	Salmonella enterica subsp. enterica	GCF_000625235.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384263
GCF_000624675.1	ASM62467v2	Salmonella enterica subsp. enterica	GCF_000624675.1-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384290
GCF_000624695.1	ASM62469v2	Salmonella enterica subsp. enterica	GCF_000624695.1-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384251
GCF_000623055.1	ASM62305v2	Salmonella enterica subsp. enterica	GCF_000623055.1-RS_2024_06_16	Complete Genome	2014-08-21	1	PRJNA219482	SAMN02384313
GCF_000623075.1	ASM62307v2	Salmonella enterica subsp. enterica	GCF_000623075.1-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384314
GCF_000624175.1	ASM62417v2	Salmonella enterica subsp. enterica	GCF_000624175.1-RS_2024_06_16	Complete Genome	2016-02-26	1	PRJNA219482	SAMN02384315
GCF_000623095.1	ASM62309v2	Salmonella enterica subsp. enterica	GCF_000623095.1-RS_2024_06_16	Complete Genome	2016-02-16	1	PRJNA219482	SAMN02384316
GCF_000623115.2	ASM62311v2	Salmonella enterica subsp. enterica	GCF_000623115.2-RS_2024_06_16	Complete Genome	2016-02-16	1	PRJNA219482	SAMN02384317
GCF_000623135.1	ASM62313v2	Salmonella enterica subsp. enterica	GCF_000623135.1-RS_2024_06_16	Complete Genome	2016-02-16	1	PRJNA219482	SAMN02384318
GCF_000624715.1	ASM62471v2	Salmonella enterica subsp. enterica	GCF_000624715.1-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384246
GCF_000624735.2	ASM62473v2	Salmonella enterica subsp. enterica	GCF_000624735.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384278
GCF_000624755.2	ASM62475v2	Salmonella enterica subsp. enterica	GCF_000624755.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384286
GCF_000624775.2	ASM62477v2	Salmonella enterica subsp. enterica	GCF_000624775.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384282
GCF_000624795.2	ASM62479v2	Salmonella enterica subsp. enterica	GCF_000624795.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384337
GCF_000624835.2	ASM62483v2	Salmonella enterica subsp. enterica	GCF_000624835.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384275
GCF_000624855.2	ASM62485v2	Salmonella enterica subsp. enterica	GCF_000624855.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384284
GCF_000626435.2	ASM62643v2	Salmonella enterica subsp. enterica	GCF_000626435.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384283
GCF_000624875.2	ASM62487v2	Salmonella enterica subsp. enterica	GCF_000624875.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384281
GCF_000624895.2	ASM62489v2	Salmonella enterica subsp. enterica	GCF_000624895.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384262
GCF_000624915.2	ASM62491v2	Salmonella enterica subsp. enterica	GCF_000624915.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384261
GCF_000624935.2	ASM62493v2	Salmonella enterica subsp. enterica	GCF_000624935.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384272
GCF_000625775.2	ASM62577v2	Salmonella enterica subsp. enterica	GCF_000625775.2-RS_2024_06_16	Chromosome	2016-03-03	1	PRJNA219482	SAMN02384276
GCF_000625255.2	ASM62525v2	Salmonella enterica subsp. enterica	GCF_000625255.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384292
GCF_000625275.2	ASM62527v2	Salmonella enterica subsp. enterica	GCF_000625275.2-RS_2024_06_16	Chromosome	2016-02-26	1	PRJNA219482	SAMN02384247
GCF_000625295.2	ASM62529v2	Salmonella enterica subsp. enterica	GCF_000625295.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384248
GCF_000625315.2	ASM62531v2	Salmonella enterica subsp. enterica	GCF_000625315.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384304
GCF_000625335.2	ASM62533v2	Salmonella enterica subsp. enterica	GCF_000625335.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384303
GCF_000625635.2	ASM62563v2	Salmonella enterica subsp. enterica	GCF_000625635.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384302
GCF_000625795.2	ASM62579v2	Salmonella enterica subsp. enterica	GCF_000625795.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384301
GCF_000625815.2	ASM62581v2	Salmonella enterica subsp. enterica	GCF_000625815.2-RS_2024_06_16	Chromosome	2016-02-10	1	PRJNA219482	SAMN02384300
GCF_000625875.2	ASM62587v2	Salmonella enterica subsp. enterica	GCF_000625875.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384299
GCF_000625895.2	ASM62589v2	Salmonella enterica subsp. enterica	GCF_000625895.2-RS_2024_06_16	Chromosome	2016-03-04	1	PRJNA219482	SAMN02384298
GCF_000625915.2	ASM62591v2	Salmonella enterica subsp. enterica	GCF_000625915.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384297
GCF_000625935.2	ASM62593v2	Salmonella enterica subsp. enterica	GCF_000625935.2-RS_2024_06_16	Chromosome	2016-02-16	1	PRJNA219482	SAMN02384296
GCF_000625955.2	ASM62595v2	Salmonella enterica subsp. enterica	GCF_000625955.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384295
GCF_000625975.2	ASM62597v2	Salmonella enterica subsp. enterica	GCF_000625975.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384294
GCF_000626015.2	ASM62601v2	Salmonella enterica subsp. enterica	GCF_000626015.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384309
GCF_000626035.2	ASM62603v2	Salmonella enterica subsp. enterica	GCF_000626035.2-RS_2024_06_16	Chromosome	2016-02-29	1	PRJNA219482	SAMN02384310
